Product Name,Weight (quintal),Length (meters),Width (meters),Height (meters),Volume (cubic meters)
Product_1128,0.59,1.305,1.53,2.009,4.013
Product_1131,0.738,0.579,1.291,1.974,1.476
Product_1140,1.128,2.37,0.926,1.648,3.616
Product_1141,4.573,1.631,0.832,2.093,2.839
Product_1143,4.898,1.325,0.884,1.383,1.62
Product_1145,3.961,2.291,2.247,2.314,11.913
Product_1147,0.655,1.469,0.76,2.051,2.29
Product_1150,1.996,1.587,1.988,1.539,4.856
Product_1155,0.597,0.643,2.047,0.668,0.878
Product_1157,1.295,1.967,1.926,1.225,4.641
Product_1158,1.08,1.986,1.135,1.839,4.144
Product_1160,1.162,1.061,1.252,0.936,1.243
Product_1161,1.77,1.644,1.766,1.281,3.719
Product_1163,1.788,1.481,1.686,1.664,4.152
Product_1164,3.54,2.166,2.012,0.585,2.55
Product_1165,0.582,2.469,0.779,2.058,3.957
Product_1167,1.133,2.413,2.128,1.141,5.858
Product_1168,2.109,1.233,1.544,1.839,3.498
Product_1169,3.892,2.121,2.417,2.005,10.276
Product_1170,3.972,2.067,0.667,2.091,2.881
Product_1175,4.69,2.191,1.521,1.818,6.057
Product_1176,0.594,0.744,1.881,2.276,3.185
Product_1179,4.301,0.705,0.832,1.508,0.885
Product_1180,0.821,2.391,0.627,0.504,0.756
Product_1181,1.002,0.631,2.407,1.151,1.749
Product_1186,2.189,1.785,1.123,0.64,1.283
Product_1189,3.333,1.167,1.654,2.416,4.663
Product_1190,1.159,1.899,1.029,1.66,3.244
Product_1191,1.043,1.703,1.13,1.601,3.081
Product_1193,3.211,1.965,2.146,2.063,8.698
Product_1197,2.475,0.693,1.246,1.092,0.943
Product_1198,1.181,1.812,2.374,1.558,6.702
Product_1201,4.166,1.97,1.434,1.132,3.198
Product_1202,3.406,1.763,0.953,1.892,3.18
Product_1204,3.941,1.414,1.709,2.043,4.936
Product_1206,4.856,1.554,1.694,1.058,2.784
Product_1208,2.217,1.123,0.871,1.693,1.657
Product_1209,2.477,1.134,2.421,1.821,5.002
Product_1210,4.384,1.688,1.588,2.053,5.504
Product_1212,3.264,1.902,1.037,0.647,1.277
Product_1213,4.76,1.64,1.646,1.444,3.9
Product_1214,3.203,2.322,1.465,0.525,1.787
Product_1217,3.753,2.394,1.823,0.711,3.103
Product_1223,0.96,0.656,0.633,1.379,0.572
Product_1224,1.772,1.853,0.703,1.646,2.143
Product_1225,0.737,2.46,1.256,0.915,2.827
Product_1228,1.857,1.01,2.422,1.996,4.883
Product_1231,1.58,1.124,0.918,1.822,1.88
Product_1232,3.454,1.846,1.158,0.667,1.426
Product_1233,2.192,1.766,1.369,0.991,2.396
Product_1234,3.903,2.398,0.587,1.774,2.498
Product_1235,2.652,1.104,1.745,1.812,3.489
Product_1236,2.187,0.645,1.196,2.195,1.692
Product_1237,3.62,0.614,2.462,1.516,2.293
Product_1238,3.321,1.264,1.08,1.211,1.653
Product_1241,2.242,1.67,0.719,1.46,1.754
Product_1242,2.69,1.711,2.387,1.655,6.761
Product_1243,4.597,2.346,2.333,1.586,8.681
Product_1247,2.731,1.369,0.968,1.821,2.411
Product_1250,4.434,2.339,0.572,0.558,0.746
Product_1252,2.302,1.923,1.934,1.128,4.193
Product_1253,3.489,0.979,0.79,1.279,0.989
Product_1254,0.829,1.667,2.209,0.858,3.161
Product_1256,4.867,1.744,2.153,2.169,8.144
Product_1257,1.25,1.249,0.602,0.602,0.453
Product_1258,4.986,0.543,1.43,1.567,1.218
Product_1259,4.969,2.277,1.212,0.529,1.461
Product_1262,0.649,1.99,1.823,1.579,5.727
Product_1263,2.912,0.821,0.998,1.747,1.431
Product_1264,1.976,1.373,0.616,2.032,1.718
Product_1266,3.292,0.719,1.025,0.596,0.439
Product_1268,2.655,1.113,2.124,0.835,1.974
Product_1269,4.958,2.2,0.856,1.73,3.259
Product_1272,3.691,1.234,1.54,1.516,2.879
Product_1273,3.59,1.455,2.372,2.12,7.318
Product_1279,4.047,1.141,0.879,2.053,2.059
Product_1280,2.035,1.147,1.285,1.652,2.435
Product_1282,2.518,1.629,2.329,1.072,4.067
Product_1284,1.671,1.681,1.027,2.317,3.999
Product_1288,4.138,2.419,1.52,0.893,3.285
Product_1289,3.924,0.753,1.672,1.314,1.655
Product_1290,3.065,1.089,2.069,1.988,4.481
Product_1291,0.668,0.529,1.478,1.299,1.015
Product_1293,2.743,0.556,0.73,0.52,0.211
Product_1294,1.772,0.792,1.833,1.639,2.38
Product_1300,3.817,1.632,0.941,1.674,2.571
Product_1302,1.857,2.468,1.632,2.361,9.512
Product_1307,0.749,0.761,1.32,1.386,1.392
Product_1313,1.003,2.166,1.12,1.879,4.557
Product_1314,2.503,2.133,2.379,0.705,3.576
Product_1317,2.267,1.337,0.584,0.892,0.696
Product_1319,4.62,2.135,1.621,2.453,8.494
Product_1320,2.903,0.623,1.832,0.766,0.875
Product_1326,4.239,0.592,0.573,0.855,0.29
Product_1327,2.159,1.277,0.74,1.293,1.22
Product_1330,4.023,2.267,0.986,1.442,3.223
Product_1332,2.566,0.604,1.02,0.866,0.534
Product_1333,3.041,1.863,0.894,2.452,4.081
Product_1337,3.137,1.4,1.424,1.777,3.544
Product_1338,1.768,2.414,1.421,1.464,5.023
Product_1339,4.177,0.824,2.232,0.742,1.365
Product_1340,4.127,1.001,0.852,0.83,0.708
Product_1341,1.106,1.759,2.056,2.001,7.237
Product_1342,1.341,2.351,2.205,1.016,5.264
Product_1345,2.117,1.917,1.041,0.767,1.53
Product_1346,1.622,1.225,1.418,1.543,2.679
Product_1347,1.725,0.964,1.506,1.506,2.185
Product_1350,0.859,2.034,2.246,1.424,6.508
Product_1352,4.158,2.062,1.202,1.952,4.84
Product_1360,0.912,1.117,1.245,0.961,1.335
Product_1361,1.773,1.455,1.964,0.536,1.532
Product_1362,4.424,0.787,1.629,2.066,2.65
Product_1365,1.548,2.307,2.467,1.342,7.638
Product_1366,4.752,1.921,0.885,1.178,2.003
Product_1367,3.85,1.095,0.742,1.871,1.521
Product_1368,3.679,1.734,2.335,2.214,8.964
Product_1370,0.801,1.517,1.291,2.433,4.767
Product_1374,3.695,0.545,1.255,1.571,1.074
Product_1375,1.133,0.938,2.371,0.934,2.078
Product_1376,0.843,1.696,1.335,2.47,5.59
Product_1378,3.366,2.226,1.911,2.401,10.215
Product_1383,3.624,0.679,0.943,2.129,1.363
Product_1384,3.818,1.93,0.687,0.775,1.028
Product_1387,3.011,1.738,2.388,1.487,6.171
Product_1392,0.574,1.906,1.087,1.17,2.424
Product_1394,1.879,0.607,1.023,2.192,1.361
Product_1399,4.847,2.403,1.085,2.454,6.399
Product_1401,4.665,1.631,2.034,2.226,7.386
Product_1402,2.633,0.8,1.403,1.808,2.029
Product_1403,3.094,1.56,0.565,0.937,0.826
Product_1406,2.713,2.312,1.859,2.123,9.123
Product_1408,1.535,2.411,1.116,1.307,3.518
Product_1412,4.184,0.851,0.629,2.371,1.269
Product_1414,4.251,2.36,2.014,0.878,4.174
Product_1415,4.777,0.681,2.187,1.92,2.86
Product_1416,2.531,2.157,0.53,1.093,1.25
Product_1417,2.039,1.486,1.451,1.637,3.527
Product_1418,2.137,0.85,1.975,1.737,2.917
Product_1419,3.543,0.984,2.188,0.857,1.844
Product_1422,1.824,2.295,2.071,1.187,5.643
Product_1423,2.714,2.288,1.468,2.097,7.042
Product_1425,4.893,0.555,1.495,1.614,1.339
Product_1427,2.823,0.763,1.192,1.943,1.768
Product_1429,2.959,0.547,0.595,2.245,0.731
Product_1431,0.819,1.811,1.141,2.214,4.575
Product_1433,1.058,1.502,0.993,1.905,2.841
Product_1434,1.571,0.859,0.807,2.37,1.643
Product_1436,0.713,1.472,0.909,1.589,2.125
Product_1438,2.583,2.061,1.297,0.914,2.444
Product_1439,1.009,0.673,2.137,1.731,2.489
Product_1442,2.244,1.41,0.804,1.492,1.691
Product_1443,2.601,0.745,1.134,1.769,1.495
Product_1445,4.655,1.356,0.729,2.127,2.101
Product_1447,4.108,0.718,1.217,0.93,0.813
Product_1448,1.809,1.705,1.945,1.969,6.527
Product_1452,4.268,2.129,0.692,2.186,3.22
Product_1453,1.287,0.78,1.008,0.81,0.637
Product_1454,4.698,2.299,2.037,1.872,8.768
Product_1455,0.757,0.926,0.731,1.874,1.268
Product_1462,2.726,0.672,1.783,1.275,1.526
Product_1466,4.893,1.8,0.64,0.535,0.616
Product_1468,1.174,1.501,1.644,2.332,5.755
Product_1470,4.746,1.895,2.13,0.604,2.439
Product_1471,0.631,0.686,1.423,1.187,1.159
Product_1472,1.397,0.951,1.968,2.122,3.971
Product_1473,0.624,0.853,1.42,2.033,2.462
Product_1474,4.486,1.684,2.078,1.529,5.351
Product_1475,4.062,1.596,0.507,0.801,0.649
Product_1476,1.093,0.758,0.621,1.961,0.923
Product_1477,0.924,0.983,1.654,2.008,3.266
Product_1479,3.464,2.042,1.155,1.516,3.574
Product_1481,1.246,1.387,1.428,1.893,3.749
Product_1485,2.167,2.444,2.13,0.943,4.906
Product_1486,1.071,1.825,1.966,1.937,6.95
Product_1491,4.307,2.414,2.167,1.718,8.984
Product_1493,4.714,2.248,0.871,0.609,1.193
Product_1494,0.778,0.637,0.659,0.904,0.38
Product_1495,4.786,1.298,1.034,0.506,0.68
Product_1498,3.138,2.495,0.997,0.703,1.75
Product_1499,2.568,1.692,1.086,2.436,4.479
Product_1503,3.712,0.729,0.84,1.703,1.043
Product_1505,1.161,1.105,1.824,1.481,2.986
Product_1506,2.585,1.128,0.995,1.69,1.897
Product_1509,2.876,1.419,1.96,0.709,1.973
Product_1510,2.103,1.71,1.516,1.708,4.427
Product_1512,3.323,1.725,1.335,1.572,3.621
Product_1515,2.802,1.186,1.2,1.666,2.371
Product_1518,1.742,1.616,2.291,1.361,5.037
Product_1519,4.029,1.272,0.919,2.373,2.774
Product_1525,1.535,1.482,1.173,2.218,3.856
Product_1528,3.808,2.091,0.898,0.707,1.328
Product_1530,4.922,1.742,0.94,2.056,3.367
Product_1531,1.151,1.155,1.879,1.551,3.367
Product_1532,0.591,0.542,1.293,0.851,0.596
Product_1536,2.333,1.944,1.623,0.594,1.874
Product_1538,3.435,2.27,1.293,1.393,4.088
Product_1541,2.591,1.407,1.454,0.549,1.123
Product_1542,2.464,1.398,1.752,2.294,5.62
Product_1543,2.194,1.78,2.128,1.641,6.22
Product_1544,4.534,0.551,2.105,0.865,1.003
Product_1549,1.072,0.605,1.33,0.837,0.673
Product_1552,2.65,1.289,0.823,2.017,2.141
Product_1553,1.772,2.003,1.559,1.638,5.115
Product_1554,4.39,0.802,2.248,1.898,3.421
Product_1555,0.516,1.831,0.545,2.075,2.069
Product_1557,0.991,2.069,1.672,1.659,5.742
Product_1558,2.706,0.736,2.209,2.189,3.557
Product_1560,3.98,0.658,2.104,2.22,3.074
Product_1562,2.173,0.682,2.393,0.659,1.076
Product_1564,0.535,0.886,1.049,1.903,1.768
Product_1566,2.905,1.573,1.492,1.831,4.297
Product_1568,2.421,1.369,1.787,2.408,5.887
Product_1569,4.816,1.828,1.727,1.884,5.948
Product_1571,4.845,2.276,1.333,2.152,6.529
Product_1572,2.172,1.389,1.77,2.074,5.101
Product_1573,4.017,1.354,1.708,0.792,1.833
Product_1575,1.107,2.151,1.542,1.568,5.202
Product_1576,1.57,2.309,1.517,1.122,3.93
Product_1579,3.768,1.348,2.171,1.272,3.723
Product_1582,3.875,1.586,1.255,0.51,1.015
Product_1585,4.819,0.963,1.766,2.2,3.741
Product_1586,4.469,1.843,0.848,1.173,1.834
Product_1589,1.357,1.656,1.137,2.024,3.812
Product_1590,4.557,1.71,0.98,1.57,2.631
Product_1591,4.153,2.127,2.261,2.474,11.895
Product_1594,3.179,1.922,2.236,1.823,7.832
Product_1596,2.454,0.706,0.632,2.18,0.972
Product_1598,1.979,1.252,1.49,0.957,1.785
Product_1600,3.266,1.854,0.784,2.234,3.244
Product_1601,2.97,1.694,0.534,1.647,1.489
Product_1602,3.904,1.986,0.569,2.468,2.789
Product_1604,3.567,1.706,1.484,1.189,3.01
Product_1607,4.514,0.744,1.147,1.93,1.647
Product_1609,1.19,1.817,0.516,0.616,0.578
Product_1610,4.113,1.542,2.08,1.602,5.137
Product_1611,3.838,1.276,2.28,0.65,1.892
Product_1615,3.851,2.233,1.574,0.971,3.413
Product_1616,4.139,1.516,0.68,0.624,0.643
Product_1619,2.1,1.342,1.26,2.472,4.18
Product_1620,1.42,1.815,1.723,0.564,1.764
Product_1622,2.197,0.84,1.999,1.129,1.895
Product_1623,4.774,1.401,1.656,1.421,3.297
Product_1627,4.85,2.344,2.042,2.359,11.295
Product_1628,1.563,1.409,0.844,1.155,1.374
Product_1629,4.855,2.487,1.14,1.726,4.896
Product_1631,0.803,1.893,0.924,1.722,3.012
Product_1632,3.554,0.883,0.692,1.27,0.776
Product_1634,2.728,1.955,0.745,0.896,1.305
Product_1635,2.748,1.731,2.373,1.785,7.333
Product_1636,0.911,1.485,0.611,2.343,2.127
Product_1638,2.811,1.971,2.245,0.682,3.02
Product_1641,2.307,2.331,1.242,2.099,6.079
Product_1643,3.918,1.632,2.382,1.809,7.033
Product_1647,1.628,1.482,1.332,0.738,1.456
Product_1648,4.569,1.438,0.761,2.046,2.238
Product_1650,2.228,0.864,1.361,2.418,2.842
Product_1651,2.035,0.866,1.979,1.019,1.745
Product_1652,3.963,2.401,0.822,0.656,1.295
Product_1653,2.183,1.541,1.266,0.855,1.667
Product_1657,2.302,1.983,1.007,2.243,4.478
Product_1659,4.302,1.472,0.608,1.822,1.63
Product_1660,1.445,2.083,0.815,1.491,2.531
Product_1661,2.345,0.749,1.573,1.615,1.904
Product_1664,1.827,2.276,2.287,1.945,10.126
Product_1665,3.498,0.614,1.755,0.573,0.618
Product_1666,4.791,1.074,1.825,2.007,3.935
Product_1667,2.945,2.148,1.426,1.118,3.424
Product_1668,1.732,1.356,0.529,2.292,1.645
Product_1671,2.294,0.517,2.238,1.239,1.434
Product_1672,3.438,0.627,0.879,1.652,0.911
Product_1674,0.8,1.458,1.27,1.146,2.123
Product_1675,3.966,2.148,2.007,1.158,4.991
Product_1679,3.946,0.836,1.93,2.257,3.64
Product_1681,4.41,0.551,2.288,0.789,0.995
Product_1682,3.818,0.598,0.821,1.169,0.574
Product_1684,3.893,0.907,1.994,0.762,1.379
Product_1686,4.796,1.329,1.724,2.478,5.676
Product_1687,3.219,1.295,1.134,1.302,1.912
Product_1688,3.675,1.525,1.928,0.839,2.467
Product_1691,4.115,1.407,2.356,2.466,8.176
Product_1693,4.52,0.641,1.878,1.814,2.182
Product_1695,3.596,1.171,2.017,0.793,1.872
Product_1698,0.817,2.347,1.195,1.325,3.714
Product_1699,0.956,0.589,0.779,0.868,0.399
Product_1702,4.195,2.027,2.49,0.895,4.516
Product_1703,3.801,2.377,1.499,0.875,3.117
Product_1704,0.726,1.973,1.811,0.619,2.211
Product_1708,2.629,1.088,2.278,2.464,6.111
Product_1709,2.093,1.863,1.419,1.434,3.792
Product_1711,2.245,0.945,1.053,1.782,1.773
Product_1712,0.622,1.394,2.205,0.987,3.032
Product_1713,3.281,1.16,1.477,0.842,1.442
Product_1714,0.891,2.232,1.379,2.28,7.016
Product_1715,0.864,0.586,2.046,0.889,1.067
Product_1719,2.156,1.351,2.358,1.808,5.761
Product_1723,2.835,1.578,0.909,2.28,3.271
Product_1726,1.198,1.58,0.566,0.777,0.695
Product_1727,4.441,1.61,2.38,0.766,2.936
Product_1730,2.316,0.654,1.479,0.613,0.593
Product_1731,4.484,1.875,1.447,1.025,2.78
Product_1735,3.283,2.145,2.207,1.904,9.013
Product_1737,4.162,1.79,1.834,1.06,3.478
Product_1742,3.08,1.82,1.921,2.196,7.676
Product_1747,1.286,0.71,1.491,0.847,0.896
Product_1750,2.345,0.601,0.937,2.338,1.317
Product_1751,4.221,1.769,1.046,1.172,2.17
Product_1752,4.594,2.454,1.854,0.9,4.093
Product_1754,4.529,1.454,0.72,2.41,2.521
Product_1759,1.187,1.704,1.531,0.864,2.254
Product_1760,4.636,1.832,1.996,1.083,3.961
Product_1762,2.61,1.533,0.838,1.558,2.003
Product_1764,1.811,0.999,0.527,2.432,1.282
Product_1767,1.941,1.795,0.528,2.039,1.932
Product_1768,1.2,0.946,1.774,0.535,0.898
Product_1772,1.099,2.423,2.115,2.0,10.247
Product_1775,4.349,1.017,2.033,1.112,2.299
Product_1778,3.845,0.64,1.244,2.183,1.738
Product_1781,4.669,0.67,2.447,0.608,0.997
Product_1782,1.228,2.129,1.141,2.301,5.592
Product_1785,1.008,0.842,0.583,1.788,0.878
Product_1791,0.582,1.737,1.05,1.738,3.169
Product_1792,2.506,0.745,1.92,0.991,1.418
Product_1795,1.376,2.297,0.689,0.653,1.033
Product_1796,4.778,2.257,0.684,2.32,3.581
Product_1800,1.424,2.41,2.345,0.567,3.206
Product_1802,3.539,2.012,2.01,0.811,3.277
Product_1803,3.908,2.474,1.247,0.631,1.948
Product_1804,1.669,0.848,1.144,2.195,2.131
Product_1809,0.53,2.021,1.308,1.308,3.457
Product_1811,3.369,1.949,0.986,1.113,2.137
Product_1812,2.068,0.951,2.139,2.437,4.957
Product_1816,4.398,2.334,1.491,2.145,7.463
Product_1820,4.219,2.069,1.061,1.122,2.462
Product_1826,0.665,2.164,1.602,0.592,2.052
Product_1827,4.827,1.524,1.209,1.995,3.677
Product_1828,0.761,1.186,1.798,1.833,3.908
Product_1830,4.433,0.615,1.336,1.253,1.029
Product_1833,4.749,2.028,2.356,1.155,5.521
Product_1836,1.627,1.893,0.729,0.872,1.204
Product_1840,2.858,1.316,1.206,1.02,1.617
Product_1844,4.556,1.802,2.07,0.771,2.876
Product_1851,3.69,1.281,2.249,0.853,2.458
Product_1853,0.562,1.565,1.504,1.941,4.57
Product_1854,3.806,1.908,0.98,0.699,1.308
Product_1855,4.538,1.113,0.864,1.017,0.978
Product_1856,0.995,1.898,0.784,1.822,2.711
Product_1857,1.531,1.644,1.137,1.535,2.87
Product_1862,1.11,1.833,1.587,0.805,2.341
Product_1863,4.18,2.202,1.701,1.799,6.736
Product_1864,1.447,2.377,0.769,1.859,3.398
Product_1866,2.64,0.941,2.332,1.882,4.13
Product_1868,0.805,2.086,2.381,0.876,4.349
Product_1869,2.658,0.609,1.52,1.681,1.557
Product_1870,3.562,2.212,0.885,1.728,3.382
Product_1871,3.187,0.684,0.925,1.582,1.002
Product_1874,3.661,0.589,1.909,1.459,1.64
Product_1875,1.111,2.488,2.043,2.478,12.597
Product_1876,1.856,2.283,1.618,2.175,8.036
Product_1878,1.62,1.741,1.298,1.401,3.166
Product_1881,3.509,1.644,2.488,0.889,3.635
Product_1882,3.786,2.123,1.745,1.147,4.25
Product_1883,0.985,1.169,1.216,1.974,2.806
Product_1884,4.324,1.753,0.791,1.737,2.41
Product_1886,4.18,1.939,0.524,1.111,1.128
Product_1887,4.522,0.844,2.26,1.289,2.459
Product_1890,4.723,0.717,1.294,1.121,1.04
Product_1893,0.821,1.901,2.246,1.239,5.289
Product_1894,3.89,2.253,0.818,1.908,3.518
Product_1896,2.748,1.143,1.762,1.812,3.652
Product_1897,2.572,1.669,2.078,1.268,4.398
Product_1898,2.832,1.366,2.0,0.819,2.237
Product_1900,3.5,1.235,2.135,2.342,6.178
Product_1902,2.222,2.404,1.824,0.542,2.375
Product_1904,3.888,0.8,0.868,2.3,1.597
Product_1905,1.491,1.162,1.632,1.547,2.933
Product_1906,4.373,1.689,1.943,1.505,4.937
Product_1908,1.758,1.618,1.476,2.448,5.847
Product_1910,2.394,2.317,0.566,1.768,2.319
Product_1911,2.834,1.796,2.117,1.013,3.853
Product_1914,3.839,0.516,2.182,2.053,2.311
Product_1916,4.794,0.987,1.356,1.777,2.378
Product_1918,1.757,2.437,1.307,1.277,4.07
Product_1919,2.981,0.778,1.227,2.106,2.01
Product_1920,1.96,2.199,1.49,1.178,3.858
Product_1922,2.077,0.832,1.225,1.894,1.931
Product_1923,0.561,1.298,1.305,2.193,3.714
Product_1927,2.286,2.165,0.743,1.919,3.087
Product_1928,4.624,0.86,1.45,2.065,2.575
Product_1929,4.233,1.062,2.299,1.454,3.55
Product_1930,3.606,1.117,2.186,1.59,3.882
Product_1932,2.053,0.957,0.949,1.52,1.381
Product_1933,4.663,1.965,2.063,0.535,2.169
Product_1935,1.266,2.26,1.109,0.69,1.728
Product_1936,3.731,1.434,2.433,0.58,2.023
Product_1937,4.29,0.526,2.44,1.729,2.22
Product_1938,2.872,2.019,1.081,0.928,2.025
Product_1939,4.584,2.465,1.336,1.219,4.014
Product_1943,2.319,0.879,2.105,2.044,3.78
Product_1944,3.109,1.288,2.281,0.74,2.174
Product_1945,1.317,1.794,0.998,2.342,4.191
Product_1946,1.487,1.438,1.629,0.626,1.467
Product_1949,4.481,2.178,1.615,1.27,4.467
Product_1952,2.683,0.623,1.33,1.251,1.037
Product_1957,3.353,1.153,0.959,1.191,1.316
Product_1959,1.717,1.642,2.351,2.194,8.469
Product_1963,3.885,2.01,2.02,0.756,3.068
Product_1964,4.308,2.008,1.424,2.082,5.953
Product_1965,2.163,1.481,0.828,0.615,0.754
Product_1966,0.916,1.564,1.218,2.067,3.937
Product_1967,2.255,0.623,2.041,0.664,0.845
Product_1968,3.083,2.296,1.62,1.977,7.356
Product_1969,3.316,1.52,1.269,2.431,4.691
Product_1971,1.173,1.769,1.904,0.575,1.938
Product_1973,4.963,1.691,1.649,2.273,6.338
Product_1974,2.279,1.653,2.003,0.741,2.452
Product_1982,1.23,1.46,0.914,2.415,3.223
Product_1984,1.033,0.628,1.821,1.404,1.606
Product_1990,0.927,0.677,2.331,2.406,3.797
Product_1991,0.731,1.729,0.625,0.626,0.676
Product_1992,2.204,2.448,1.994,0.836,4.079
Product_1993,1.781,0.555,2.362,0.744,0.975
Product_2001,2.849,0.98,1.252,1.306,1.603
Product_2002,4.697,1.441,1.709,2.263,5.572
Product_2004,3.139,2.094,1.387,0.849,2.466
Product_2005,2.618,1.198,1.616,1.007,1.948
Product_2006,3.408,1.052,1.457,0.905,1.388
Product_2010,4.9,2.434,1.231,1.84,5.513
Product_2016,2.574,1.355,1.867,0.698,1.766
Product_2017,3.306,2.065,2.08,1.064,4.568
Product_2020,2.051,1.523,0.679,1.286,1.331
Product_2021,3.454,0.753,0.627,1.074,0.507
Product_2022,1.897,2.211,0.953,2.339,4.929
Product_2024,1.243,1.602,0.941,2.208,3.329
Product_2025,3.388,2.198,1.932,0.898,3.814
Product_2027,2.292,2.442,1.759,1.207,5.184
Product_2029,3.169,1.109,2.072,0.9,2.068
Product_2030,1.258,1.934,1.657,1.169,3.749
Product_2031,1.77,1.487,1.939,1.1,3.172
Product_2032,1.726,1.175,2.26,2.354,6.254
Product_2033,4.103,2.485,1.116,2.208,6.123
Product_2034,1.826,1.009,1.419,1.224,1.752
Product_2035,3.725,1.797,0.973,2.045,3.577
Product_2037,0.687,0.949,1.529,1.692,2.456
Product_2038,3.83,1.767,0.562,2.011,1.996
Product_2039,3.227,1.53,2.309,2.436,8.606
Product_2045,2.948,1.045,1.618,1.683,2.846
Product_2048,4.39,2.299,1.729,2.381,9.464
Product_2049,2.659,1.809,2.37,1.207,5.172
Product_2050,1.63,1.471,1.5,1.514,3.34
Product_2054,4.271,1.685,2.045,2.145,7.388
Product_2056,1.254,0.898,0.858,0.914,0.704
Product_2060,1.536,1.883,0.984,0.819,1.518
Product_2062,2.049,2.096,2.447,0.765,3.924
Product_2065,2.401,0.712,1.814,1.723,2.226
Product_2069,3.515,1.094,1.786,0.509,0.995
Product_2070,0.586,2.076,0.959,1.435,2.857
Product_2076,3.516,0.941,2.423,1.305,2.977
Product_2077,4.343,1.842,1.479,0.594,1.618
Product_2078,3.186,1.423,2.048,0.585,1.704
Product_2085,4.956,1.486,0.773,0.966,1.109
Product_2086,1.606,1.138,1.147,1.648,2.152
Product_2090,0.959,2.432,2.034,1.872,9.262
Product_2092,3.552,2.007,1.374,2.344,6.462
Product_2094,0.932,0.909,1.773,1.837,2.96
Product_2095,1.466,1.382,1.97,0.642,1.749
Product_2097,1.34,2.446,2.167,1.543,8.177
Product_2099,2.273,2.408,2.174,0.663,3.472
Product_2105,0.839,2.128,0.854,2.154,3.912
Product_2106,4.402,2.356,1.497,2.066,7.289
Product_2107,3.78,1.523,0.517,1.748,1.375
Product_2110,2.374,1.867,1.922,1.551,5.568
Product_2112,2.351,0.844,2.061,2.492,4.334
Product_2113,3.924,1.795,2.338,1.333,5.596
Product_2114,4.59,1.691,2.494,1.298,5.473
Product_2115,1.745,2.452,1.373,1.856,6.249
Product_2116,1.077,2.198,0.823,0.864,1.563
Product_2118,3.267,2.129,1.496,1.758,5.599
Product_2119,1.118,0.993,2.056,1.838,3.752
Product_2125,3.753,1.879,1.337,2.077,5.22
Product_2131,1.155,1.145,1.937,1.491,3.308
Product_2133,4.575,1.906,2.065,1.478,5.82
Product_2134,2.059,0.583,1.307,2.126,1.618
Product_2135,4.368,1.007,1.849,1.03,1.918
Product_2136,4.568,2.386,1.614,2.053,7.904
Product_2137,1.539,0.77,0.639,1.982,0.975
Product_2138,1.301,1.111,1.813,2.078,4.185
Product_2141,1.213,1.342,1.04,1.155,1.613
Product_2143,0.544,1.183,0.583,1.123,0.775
Product_2145,3.958,0.523,0.703,2.368,0.87
Product_2148,4.708,1.878,1.739,1.986,6.485
Product_2150,3.338,1.282,1.71,0.826,1.812
Product_2152,4.812,1.467,2.417,1.217,4.318
Product_2155,3.888,1.299,1.899,1.193,2.943
Product_2157,1.485,1.525,1.027,1.306,2.045
Product_2159,1.142,1.601,1.939,1.373,4.261
Product_2164,1.868,2.282,2.164,0.882,4.357
Product_2165,3.842,1.816,0.517,1.4,1.316
Product_2167,4.69,2.091,1.261,2.486,6.554
Product_2169,1.207,2.178,2.064,1.298,5.835
Product_2171,2.364,1.08,1.775,2.075,3.977
Product_2172,1.332,1.975,1.874,1.304,4.827
Product_2174,2.11,1.007,1.621,0.952,1.553
Product_2176,3.54,1.713,1.855,0.883,2.808
Product_2177,1.589,1.895,1.883,0.586,2.09
Product_2179,3.213,0.536,1.925,0.618,0.638
Product_2183,3.166,1.855,1.453,2.193,5.911
Product_2184,4.724,1.9,2.036,0.524,2.027
Product_2185,1.297,1.941,0.732,0.711,1.01
Product_2187,0.762,1.504,1.713,2.103,5.414
Product_2188,2.197,1.522,0.781,2.385,2.834
Product_2189,3.613,0.749,2.297,1.139,1.958
Product_2192,3.792,1.149,0.998,1.941,2.226
Product_2200,2.104,1.554,0.508,1.671,1.319
Product_2202,1.426,0.706,1.213,0.673,0.576
Product_2204,2.416,1.79,1.398,2.049,5.129
Product_2205,1.829,0.75,1.388,1.092,1.137
Product_2207,3.46,1.531,2.015,0.73,2.251
Product_2208,1.343,0.621,0.759,0.738,0.348
